Day,Canada,France,Germany,India,United Kingdom,United States
2021/6/23,11829.962,8837.7705,10260.12,3512.1838,5599.878,1987.2014
2021/6/24,12142.921,8753.07,10052.321,3716.568,5457.625,1905.1594
2021/6/25,12091.712,8723.857,9938.696,4039.461,5349.6113,1839.4722
2021/6/26,12174.192,8780.207,9913.7295,4403.0107,5176.4165,1807.7656
2021/6/27,12207.039,8855.992,9913.763,4384.043,5155.692,1803.7439
2021/6/28,13305.355,8877.334,9907.159,3819.3806,5584.9614,1800.4069
2021/6/29,13729.652,8878.159,9639.772,3765.1433,5035.9194,1746.2645
2021/6/30,14060.815,8912.446,9135.524,3586.6843,4912.9873,1702.7107
2021/7/1,13582.013,8997.002,8996.519,3476.4236,4800.351,1666.7603
2021/7/2,13748.936,8994.174,8873.755,2907.434,4640.7217,1605.0542
2021/7/3,13443.02,8965.6,8821.207,2952.4272,4430.461,1545.2689
2021/7/4,13301.544,8935.425,8781.9375,2941.296,4274.0767,1454.1396
2021/7/5,12921.526,8893.07,8631.513,2987.175,4189.217,1387.7773
2021/7/6,12533.818,8850.985,8360.558,2694.311,4084.9912,1369.5516
2021/7/7,12153.309,8770.76,8260.034,2897.6482,3962.342,1343.3589
2021/7/8,12739.219,8696.719,8119.5835,3432.522,3807.9297,1322.5226
2021/7/9,12661.65,8677.416,7953.4,3692.1477,3740.5002,1327.0907
2021/7/10,12678.217,8629.617,7881.975,3180.208,3681.0164,1345.3055
2021/7/11,12548.358,8570.368,7820.312,3004.0154,3599.274,1414.961
2021/7/12,12192.01,8699.781,7712.6504,3030.4934,3504.7332,1466.9734
2021/7/13,11945.462,9007.486,7683.038,3346.4036,3459.4995,1442.9758
2021/7/14,11662.263,8327.999,7665.7036,3334.321,3433.528,1426.6989
2021/7/15,10987.882,8743.778,7516.967,2641.075,3416.0889,1416.8767
2021/7/16,10567.795,9035.194,7370.398,2724.4016,3422.1714,1412.9784
2021/7/17,10332.371,9230.721,7271.953,2896.2957,3395.3975,1412.4454
2021/7/18,10110.096,9347.2705,7203.6675,3110.5105,3390.042,1419.547
2021/7/19,9821.063,9481.171,7039.0557,3044.5852,3389.1492,1438.7633
2021/7/20,9525.279,9511.127,6753.055,2783.5864,3353.4556,1470.0884
2021/7/21,9374.221,10514.124,6333.5176,2656.9214,3316.5864,1511.0833
2021/7/22,9164.06,10469.476,6116.9917,2813.5266,3251.1267,1556.9485
2021/7/23,8880.794,10441.647,5940.7744,2824.8635,3168.3826,1608.1699
2021/7/24,8686.334,10388.005,5822.107,2828.1475,3074.6382,1634.1532
2021/7/25,8581.513,10337.701,5707.6104,2686.615,3065.0898,1644.9695
2021/7/26,8452.368,10251.837,5645.946,3013.24,3064.5134,1677.0947
2021/7/27,8246.056,10155.297,5544.7334,3075.1975,3036.7253,1718.8805
2021/7/28,7841.0195,10039.491,5425.641,3292.767,3008.6084,1756.8734
2021/7/29,7431.5933,9905.107,5313.6167,3268.8762,2987.5254,1786.2886
2021/7/30,7072.761,9693.751,5205.1343,3371.0508,2936.2004,1825.4192
2021/7/31,6824.0605,9512.659,5172.6577,3379.467,2942.7986,1849.0433
2021/8/1,6633.5977,9428.461,5161.0996,3710.942,2936.0288,1882.2415
2021/8/2,5540.2744,9226.091,5088.307,3692.4082,2880.1445,1915.5499
2021/8/3,5538.026,8923.726,4919.8184,3921.6335,2848.7126,1942.0643
2021/8/4,5139.1494,8590.716,4703.5044,3872.1372,2815.152,1967.034
2021/8/5,4841.459,8221.044,4605.34,3938.0627,2785.652,1998.3812
2021/8/6,4538.4175,7933.6675,4526.253,3957.8352,2780.439,2029.5403
2021/8/7,4339.8037,7763.096,4509.634,4002.7646,2781.9749,2047.9568
2021/8/8,4173.602,7710.1953,4516.423,3652.1606,2793.7861,2053.895
2021/8/9,4509.81,7584.2896,4520.4136,3582.4111,2829.3938,2080.57
2021/8/10,3987.0696,7456.6826,4465.769,3386.8594,2864.1824,2096.8462
2021/8/11,3876.239,7337.6055,4403.0186,3440.4543,2898.3906,2093.595
2021/8/12,3739.9365,7240.5757,4323.8804,3467.9292,2958.633,2098.4558
2021/8/13,3636.3296,7023.0635,4282.6997,3525.7996,2972.7617,2114.8625
2021/8/14,3594.103,6917.3086,4307.039,3711.7598,2961.4763,2142.723
2021/8/15,3585.5842,6813.9185,4311.9673,3860.348,2988.1433,2163.35
2021/8/16,3508.1228,6784.4,4264.805,3609.9326,2998.2595,2199.924
2021/8/17,3508.9988,6714.4688,4142.9556,3752.2483,3000.4492,2252.0063
2021/8/18,3463.1475,6680.641,3936.12,3856.5486,3002.9175,2329.367
2021/8/19,3406.908,6611.3306,3749.8367,3674.6228,2990.5447,2388.6724
2021/8/20,3335.5183,6660.0396,3589.2004,3709.7317,3024.493,2456.1174
2021/8/21,3279.9524,6661.0996,3518.883,3259.1355,3069.9614,2474.0674
2021/8/22,3206.171,6725.1313,3482.6653,3366.2847,3067.9854,2470.265
2021/8/23,3046.1921,6712.986,3413.262,3178.9248,3075.4824,2490.759
2021/8/24,2970.1807,6686.67,3283.616,3228.2332,3067.912,2501.2507
2021/8/25,2898.0586,6641.106,3125.4688,3585.073,3095.7253,2506.4666
2021/8/26,2844.9397,6574.628,3013.0518,3787.898,3030.85,2524.7656
